DTL_ADRES,USE_SE_CD,LO,VT_ACMDFCLTY_NM,RN_DTL_ADRES,ACMD_BULD_MNG_NO,BDONG_CD,ARCD,HDONG_CD,FCLTY_AR,LA,ACMDFCLTY_SN,EQK_ACMDFCLTY_ADRES,TELNO,VT_ACMD_PSBL_NMPR
589-0,1,126.8480694,신당근린공원,경기도 평택시 포승읍 평택항로 98,,4122025624,4122000000,4122025600,23000,36.97104109,60,경기도 평택시 포승읍 만호리 589,031-8024-4926,27879
1511-5,1,126.9341066,국사봉어린이공원,,,1162010100,1162000000,1162051000,412,37.48998917,118,서울특별시 관악구 봉천동 1511-5,02-879-4205,499
,1,127.3182461,죽곡초등학교,전라남도 곡성군 죽곡면 오죽로 43,,4672035021,4672000000,4672035000,5000,35.15332689,17,전라남도 곡성군 죽곡면 태평리 614,061-363-0220,4900
87-0,1,128.7264901,여량중고등학교,강원특별자치도 정선군 여량면 여량7길 42,,5177037021,5177000000,5177037000,4000,37.46943407,12,강원특별자치도 정선군 여량면 여량리 87,033-562-4122,793
352-2,1,129.3286192,성신고등학교운동장,울산광역시 중구 성신고교길 26(복산동),,3111010300,3111000000,3111055500,7500,35.56263929,47,울산광역시 중구 복산동 352-2,290-4066,9090
1650-0,1,127.0169484,서울교육대학교 부설초등학교 운동장,서울특별시 서초구 서초중앙로 96(서초동),,1165010800,1165000000,1165051000,2254,37.49024907,79,서울특별시 서초구 서초동 1650,02-2155-7112,2732
685-0,1,127.1773181,강일초등학교운동장,서울특별시 강동구 아리수로98길 24(강일동),,1174011000,1174000000,1174051500,4044,37.56497795,122,서울특별시 강동구 강일동 685,02-3426-6472,4902
850-8,1,126.9435802,용담어린이공원,,,1162010100,1162000000,1162051000,646,37.47551158,122,서울특별시 관악구 봉천동 850-8,02-879-4384,783
234-1,1,127.3328868,대전예술고등학교 운동장,대전광역시 유성구 월드컵대로308번길 33(상대동),,3020011500,3020000000,3020052700,3500,36.34629061,77,대전광역시 유성구 상대동 234-1,042-481-0007,4242
,1,127.2397631,신촌초등학교 운동장,경기도 남양주시 평내로 122(평내동),,4136010200,4136000000,4136052000,3003,37.64535146,120,경기도 남양주시 평내동 600,031-590-2892,3639
3052-0,1,128.5796436,남산제2어린이공원,,,2711015600,2711000000,2711064000,3253,35.86070665,31,대구광역시 중구 남산동 3052,053-661-2894,3943
,1,129.0108602,부산교육역사관  버스전용주차장,부산광역시 사하구 옥천로 130(감천동),,2638010800,2638000000,2638063000,2300,35.0971422,102,부산광역시 사하구 감천동 10-2,051-711-5832,2787
,1,128.6455518,예미초등학교,강원특별자치도 정선군 신동읍 의림로 327,,5177025921,5177000000,5177025900,3200,37.22100805,7,강원특별자치도 정선군 신동읍 예미리 616-5,033-378-0048,793
22-60,1,126.9421729,서강대학교 대운동장,서울특별시 마포구 고산16길 58(대흥동),,1144010800,1144000000,1144060000,7618.5,37.551081,97,서울특별시 마포구 대흥동 22-60,02-705-8647,9235
98-402,1,126.9426656,서광어린이공원,,,1162010200,1162000000,1162064000,459,37.47520931,137,서울특별시 관악구 신림동 98-402,02-879-4751,556
412-4,1,128.5187611,성지초등학교 학교운동장,대구광역시 달서구 새동네로 27(용산동),,2729011100,2729000000,2729057200,4077,35.85266423,239,대구광역시 달서구 용산동 412-4,053-234-3275,4941
1018-1,1,128.569682,팔달공원,대구광역시 북구 팔달로27길 117(노원동3가),,2723010900,2723000000,2723079000,2018,35.89278893,149,대구광역시 북구 노원동3가 1018-1,053-665-4355,2446
616-0,1,126.7061457,군산동산중학교,전북특별자치도 군산시 동지곡길 100(지곡동),,5213014300,5213000000,5213069000,3375,35.95115833,167,전북특별자치도 군산시 지곡동 616,063-440-8103,4090
,1,128.7397912,문곡중학교,강원특별자치도 정선군 남면 칠현로 46,,5177032021,5177000000,5177032000,3000,37.26577743,11,강원특별자치도 정선군 남면 문곡리 313,033-591-1116,625
873-0,1,128.6504441,대청초등학교,대구광역시 수성구 교학로12길 42(만촌동),,2726010200,2726000000,2726056100,2184,35.85095255,151,대구광역시 수성구 만촌동 873,053-232-3506,2647
,1,127.107791,가락초등학교,서울특별시 송파구 송파대로37길 45(가락동),,1171010700,1171000000,1171063100,2303,37.49990814,105,서울특별시 송파구 가락동 477,02-2147-3105,2791
744-1,1,126.9125819,신라어린이공원,,,1162010200,1162000000,1162064000,514,37.47360642,132,서울특별시 관악구 신림동 744-1,02-879-4596,623
,1,127.0871101,연푸른초등학교,경기도 양주시 옥정서로1길 27(옥정동),,4163011400,4163000000,4163058000,2108,37.8147104,55,경기도 양주시 옥정동 940,031-868-0022,2555
750-39,1,126.9147441,한라어린이공원,,,1162010200,1162000000,1162064000,479,37.47567745,134,서울특별시 관악구 신림동 750-39,02-879-4596,581
,1,127.0159677,아름어린이공원,,,1129013400,1129000000,1129062000,3735,37.60755325,73,서울특별시 성북구 길음동 1287-3,02-2241-3682,4527
34-0,1,127.7933738,청산초등학교 운동장,충청북도 옥천군 청산면 지전길 36-19 ,,4373035021,4373000000,4373035000,6240,36.34654769,27,충청북도 옥천군 청산면 지전리 34,043-730-5454,7563
01월 14일,1,129.0328522,오름소공원,,,2611011500,2611000000,2611052000,2400,35.10855363,15,부산광역시 중구 동광동5가 14-1,051-600-4649,2909
380-0,1,128.7874272,화동초등학교,강원특별자치도 정선군 화암면 그림바위길 66-20 ,,5177036021,5177000000,5177036000,3100,37.33858104,9,강원특별자치도 정선군 화암면 화암리 380,033-562-2037,194
162-1,1,127.000426,잠원흥동소공원,,,1165010600,1165000000,1165054000,2000,37.5077457,82,서울특별시 서초구 잠원동 162-1,02-2155-7112,2424
1269-3,1,126.7013965,맑은물빛공원,,,2826011400,2826000000,2826062000,32688,37.59062626,154,인천광역시 서구 당하동 1269-3,325604704,39621
,1,126.7856554,성산초등학교 운동장,전북특별자치도 군산시 성산면 동군산로 39,,5213037023,5213000000,5213037000,15000,35.99063965,170,전북특별자치도 군산시 성산면 고봉리 328,063-454-3865,500
,1,127.327297,한국침례신학대학교 운동장,,,3020013200,3020000000,3020054000,7057,36.38630576,79,대전광역시 유성구 하기동 363-4,042-828-3365,8553
393-0,1,126.9905779,제6호 수변공원,,,4111313100,4111000000,4111356000,2515,37.26129038,153,경기도 수원시 권선구 서둔동 393,031-228-2933,3048
,1,127.2541111,가득뜰근린공원,세종특별자치시  새롬로 19(새롬동),,3611010800,3611000000,3611051500,3937,36.48652088,139,세종특별자치시 세종시 새롬동 571,044-301-3633,4772
11-0,1,129.0294105,어곡초등학교 운동장,경상남도 양산시 두전길 30-19 (어곡동),,4833011200,4833000000,4833053000,1300,35.37997828,127,경상남도 양산시 어곡동 11,055-392-2843,1575
63-0,1,128.673964,북평초등학교,강원특별자치도 정선군 북평면 서동로 2170,,5177034022,5177000000,5177034000,3600,37.4546141,15,강원특별자치도 정선군 북평면 북평리 63,033-562-5898,1100
1686-10,1,127.0182716,새싹어린이공원,,,1165010800,1165000000,1165051000,840,37.49754141,81,서울특별시 서초구 서초동 1686-10,02-2155-7112,1018
,1,127.0038924,훈련원공원,서울특별시 중구 을지로 227(을지로5가),,1114015100,1114000000,1114060500,13685,37.56736959,55,서울특별시 중구 을지로5가 40-3,02-3396-5852,11290
191-10,1,126.6574287,능허대중학교,인천광역시 연수구 송도교육로 31(송도동),,2818510600,2818500000,2818584000,4320,37.3731201,34,인천광역시 연수구 송도동 191-10,032-550-7800,5236
168-0,1,126.7071944,군산금광초등학교 운동장,전북특별자치도 군산시 대학로 100(금광동),,5213010700,5213000000,5213056000,3099,35.98202161,166,전북특별자치도 군산시 금광동 168,063-454-3865,3756
,1,128.7412208,남선초등학교,강원특별자치도 정선군 남면 칠현로 70,,5177032021,5177000000,5177032000,2600,37.26860999,10,강원특별자치도 정선군 남면 문곡리 100-1,033-591-1005,625
808-1,1,129.0611139,부산사직종합운동장 사직야구장 광장,부산광역시 동래구 사직로 45(사직동),,2626010900,2626000000,2626059000,6000,35.19531936,94,부산광역시 동래구 사직동 808-1,051-590-9040,7272
1065-1,1,126.7194661,바래미공원,,,2826011500,2826000000,2826062000,3794,37.59214756,161,인천광역시 서구 원당동 1065-1,032-560-4704,4598
,1,126.7515153,군서초등학교 운동장,경기도 시흥시 정왕천로427번길 30(정왕동),,4139013200,4139000000,4139058900,2931,37.34688466,17,경기도 시흥시 정왕동 1175,031-310-3986,3552
,1,126.7134869,옥구공원,경기도 시흥시 서해안로 277(정왕동),,4139013200,4139000000,4139059300,100000,37.35590799,20,경기도 시흥시 정왕동 2138,031-310-3986,121212
,1,126.8080026,매화초등학교 운동장,경기도 시흥시 매화1로 62(매화동),,4139010800,4139000000,4139055000,4500,37.41575177,3,경기도 시흥시 매화동 303-1,031-310-3986,5454
,1,126.81386,연성중학교 운동장,경기도 시흥시 하상로 14-7 (하상동),,4139012000,4139000000,4139063000,3000,37.39246742,9,경기도 시흥시 하상동 370,031-310-3986,3636
139-0,1,128.6167567,양양고등학교,강원특별자치도 양양군 양양읍 복개길 23-12 ,,5183025035,5183000000,5183025000,11122,38.07200601,2,강원특별자치도 양양군 양양읍 서문리 139,033-670-1722,13481
,1,126.7311117,송운중학교 운동장,경기도 시흥시 옥구천동로 433-11 (정왕동),,4139013200,4139000000,4139059400,3700,37.35924669,8,경기도 시흥시 정왕동 1875-4,031-310-3986,4484
,1,126.7938357,비둘기공원,,,4139010600,4139000000,4139054000,20000,37.44132556,14,경기도 시흥시 은행동 551,031-310-3986,24242
,1,126.8573478,논곡중학교 운동장,경기도 시흥시 수인로2421번길 72(논곡동),,4139012500,4139000000,4139057000,2805,37.38865433,7,경기도 시흥시 논곡동 160-45,031-310-3986,3400
,1,127.0581454,선곡초등학교,서울특별시 노원구 광운로2길 1(월계동),,1135010200,1135000000,1135056000,3400,37.61845941,10,서울특별시 노원구 월계동 446,02-918-2566,4121
,1,127.4223083,신탄진초등학교  운동장,대전광역시 대덕구 석봉로3번길 50(석봉동),,3023011100,3023000000,3023056000,4885,36.44907402,10,대전광역시 대덕구 석봉동 308-7,042-366-3270,5921
,1,127.0403812,무정초등학교 운동장,전라남도 담양군 무정면 수문동길 26-11 ,,4671036021,4671000000,4671036000,6509,35.29026487,10,전라남도 담양군 무정면 봉안리 68-1,061-382-2024,1972
,1,126.9506371,월산초등학교 운동장,전라남도 담양군 월산면 도개길 180,,4671039030,4671000000,4671039000,27238,35.34021846,13,전라남도 담양군 월산면 화방리 629-1,061-382-4115,8254
,1,127.7981408,청암중학교 운동장,경상남도 하동군 청암면 청학로 718-14 ,,4885040021,4885000000,4885040000,2840,35.16069983,15,경상남도 하동군 청암면 평촌리 918,055-880-2254,3442
,1,127.375817,유천초등학교운동장,대전광역시 서구 제비네6길 69(도마동),,3017010300,3017000000,3017053000,13542,36.31447684,4,대전광역시 서구 도마동 149-1,042-522-4604,16415
,1,127.341185,기성중학교운동장,대전광역시 서구 장안로 54(흑석동),,3017011700,3017000000,3017060000,15147,36.25048597,20,대전광역시 서구 흑석동 295,042-610-0200,18360
,1,128.3639515,방산초등학교 운동장,경상남도 고성군 거류면 방산로 42,,4882043028,4882000000,4882043000,3865,34.97134816,40,경상남도 고성군 거류면 용산리 195-158,055-670-2514,4685
,1,126.65889,반남초등학교 운동장,전라남도 나주시 반남면 고분로 712,,4617033025,4617000000,4617033000,2800,34.91141543,5,전라남도 나주시 반남면 신촌리 129,061-336-1058,3393
,1,126.7551284,금천초등학교 운동장,전라남도 나주시 금천면 금영로 960,,4617039021,4617000000,4617039000,31216,35.0337913,11,전라남도 나주시 금천면 오강리 207,061-331-7637,37837
,1,126.8056394,산포초등학교 운동장,전라남도 나주시 산포면 산포로 400,,4617040021,4617000000,4617040000,15249,35.03427831,12,전라남도 나주시 산포면 매성리 199,061-337-1150,18483
,1,128.0467269,생비량초등학교 운동장,경상남도 산청군 생비량면 비량로 51-3 ,,4886039022,4886000000,4886039000,5360,35.34629468,11,경상남도 산청군 생비량면 도리 595-1,055-970-8924,6497
,1,128.5834948,속초고등학교 운동장,강원특별자치도 속초시 사진용촌길 42(장사동),,5121011300,5121000000,5121051000,8800,38.22482734,2,강원특별자치도 속초시 장사동 460,033-639-2802,10666
,1,128.5985062,조양초등학교운동장,강원특별자치도 속초시 동해대로 3965(조양동),,5121010800,5121000000,5121058000,5988,38.18832902,8,강원특별자치도 속초시 조양동 1396,033-639-2802,7258
,1,127.087124,금과초등학교 운동장,전북특별자치도 순창군 금과면 신매우1길 11,,5277034035,5277000000,5277034000,5006,35.33911791,8,전북특별자치도 순창군 금과면 매우리 145,063-653-5404,1391
,1,129.105319,광안중학교 운동장,부산광역시 수영구 연수로310번길 127(광안동),,2650010400,2650000000,2650078000,6000,35.167713,6,부산광역시 수영구 광안동 977-1,051-610-4647,7272
,1,127.1009749,구림초등학교 운동장,전북특별자치도 순창군 구림면 방화로 6,,5277040021,5277000000,5277040000,2857,35.4529008,11,전북특별자치도 순창군 구림면 운남리 233,063-652-8434,794
,1,127.952447,이동초등학교 실외운동장,경상남도 남해군 이동면 무림로 29,,4884031023,4884000000,4884031000,3792,34.80399402,4,경상남도 남해군 이동면 석평리 52-2,055-860-3299,4596
,1,129.0658551,부산남고등학교 운동장,부산광역시 영도구 중리북로 5(동삼동),,2620012100,2620000000,2620065000,11200,35.06979178,3,부산광역시 영도구 동삼동 592,051-403-7001,13575
,1,126.3327923,화원초등학교운동장,전라남도 해남군 화원면 청용길 117,,4682043021,4682000000,4682043000,1200,34.67212471,5,전라남도 해남군 화원면 청용리 235-1,061-532-3613,1455
,1,126.6199811,해남군축구전용구장1,,,4682025021,4682000000,4682025000,6610,34.56838568,15,전라남도 해남군 해남읍 해리 4-18,061-530-7355,8012
,1,128.7359573,내성초등학교,경상북도 봉화군 봉화읍 교촌1길 37,,4792025031,4792000000,4792025000,9881,36.88609299,2,경상북도 봉화군 봉화읍 내성리 452-1,054-672-2054,11977
,1,128.9635434,재산초등학교,경상북도 봉화군 재산면 재산로 514,,4792036021,4792000000,4792036000,10170,36.81688113,9,경상북도 봉화군 재산면 현동리 735,054-672-8027,12328
,1,127.4721664,문상초등학교 운동장,충청북도 진천군 문백면 농다리로 1232,,4375033022,4375000000,4375033000,450,36.83754673,8,충청북도 진천군 문백면 사양리 38-1,043-534-2394,545
79-0,1,127.4421304,만승초등학교 운동장,충청북도 진천군 광혜원면 중리길 11,,4375037027,4375000000,4375037000,1200,36.99255942,12,충청북도 진천군 광혜원면 광혜원리 79,043-535-5779,1455
,1,126.7026369,장항중학교 운동장,충청남도 서천군 장항읍 장서로16번길 79,,4477025030,4477000000,4477025000,3159,36.00797642,4,충청남도 서천군 장항읍 원수리 923-19,041-950-4313,3631
,1,126.6464378,부내초등학교 운동장,충청남도 서천군 종천면 충서로363번길 23-1 ,,4477039023,4477000000,4477039000,2398,36.10256937,18,충청남도 서천군 종천면 종천리 208-60,041-950-4313,2756
